unitid,institution_name,alias_name,city,county_name,state,zip_code,control_code,control_label,sector_code,iclevel_code,iclevel_label,locale_code,locale_label,web_address,admissions_url,financial_aid_url,net_price_url,application_url,opeid_raw,opeid8,opeid6,source_year,source_table,source_url,seo_slug,seo_focus_keyword,seo_secondary_keyword,seo_title_vi,seo_h1_vi,seo_meta_description_vi,seo_content_cluster,seo_search_intent
112190,City College of San Francisco,,San Francisco,San Francisco County,CA,94112-1898,1,Public,4,2,2-year,11,City: Large,www.ccsf.edu/,www.ccsf.edu/admissions-recordsregistration,www.ccsf.edu/paying-college/financial-aid-office,https://misweb.cccco.edu/npc/361/npcalc.htm,https://www.ccsf.edu/apply,00450200,00450200,004502,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,city-college-of-san-francisco-san-francisco-california,review City College of San Francisco california,hoc phi City College of San Francisco 2026,"City College of San Francisco review 2026: hoc phi, dieu kien, OPEID",Review City College of San Francisco o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho City College of San Francisco tai San Francisco, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112251,Claremont Graduate University,,Claremont,Los Angeles County,CA,91711-6160,2,Private nonprofit,2,1,4-year,21,Suburb: Large,www.cgu.edu/,www.cgu.edu/admissions/,mycampus.cgu.edu/web/financial-aid/,www.cgu.edu/admissions/cost-aid/financial-calculator/,admissions.cgu.edu/apply/,00116900,00116900,001169,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,claremont-graduate-university-claremont-california,review Claremont Graduate University california,hoc phi Claremont Graduate University 2026,"Claremont Graduate University review 2026: hoc phi, dieu kien, OPEID",Review Claremont Graduate University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Claremont Graduate University tai Claremont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
488387,Claremont Lincoln University,,Claremont,Los Angeles County,CA,91711-4744,2,Private nonprofit,2,1,4-year,21,Suburb: Large,https://claremontlincoln.edu/,https://claremontlincoln.edu/admission/,https://claremontlincoln.edu/admission/,claremontlincoln.edu/students/net-price-calculator/,https://apply.claremontlincoln.edu/,04253600,04253600,042536,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,claremont-lincoln-university-claremont-california,review Claremont Lincoln University california,hoc phi Claremont Lincoln University 2026,"Claremont Lincoln University review 2026: hoc phi, dieu kien, OPEID",Review Claremont Lincoln University o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Claremont Lincoln University tai Claremont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
112260,Claremont McKenna College,,Claremont,Los Angeles County,CA,91711-6400,2,Private nonprofit,2,1,4-year,21,Suburb: Large,www.cmc.edu/,www.cmc.edu/admission,www.cmc.edu/financial-aid,https://npc.collegeboard.org/student/app/claremontmckenna,www.cmc.edu/admission/apply,00117000,00117000,001170,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,claremont-mckenna-college-claremont-california,review Claremont McKenna College california,hoc phi Claremont McKenna College 2026,"Claremont McKenna College review 2026: hoc phi, dieu kien, OPEID",Review Claremont McKenna College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Claremont McKenna College tai Claremont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
124283,Claremont School of Theology,,Claremont,Los Angeles County,CA,91711-3199,2,Private nonprofit,2,1,4-year,21,Suburb: Large,www.cst.edu/,www.cst.edu/admissions/,www.cst.edu/admissions/financial-aid-scholarships/,,www.cst.edu/admissions/,00128800,00128800,001288,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,claremont-school-of-theology-claremont-california,review Claremont School of Theology california,hoc phi Claremont School of Theology 2026,"Claremont School of Theology review 2026: hoc phi, dieu kien, OPEID",Review Claremont School of Theology o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Claremont School of Theology tai Claremont, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
489201,Clovis Community College,,Fresno,Fresno County,CA,93730,1,Public,4,2,2-year,11,City: Large,www.cloviscollege.edu/,www.cloviscollege.edu/admissions-and-aid/index.html,www.cloviscollege.edu/admissions-and-aid/financial-aid/index.html,https://www.cloviscollege.edu/admissions-and-aid/financial-aid/cost-of-attendance.html,www.opencccapply.net/gateway/apply?cccMisCode=576,04253400,04253400,042534,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,clovis-community-college-fresno-california,review Clovis Community College california,hoc phi Clovis Community College 2026,"Clovis Community College review 2026: hoc phi, dieu kien, OPEID",Review Clovis Community College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Clovis Community College tai Fresno, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
125462,Coalinga College,,Coalinga,Fresno County,CA,93210,1,Public,4,2,2-year,33,Town: Remote,https://www.westhillscollege.com/coalinga/,https://www.westhillscollege.com/coalinga/admissions/,https://www.westhillscollege.com/coalinga/admissions/financial-aid/,https://www.westhillscollege.com/coalinga/admissions/cost-of-attendance/net-price-calculator.php,https://www.westhillscollege.com/coalinga/admissions/future-students/apply-to-west-hills.php,00117600,00117600,001176,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,coalinga-college-coalinga-california,review Coalinga College california,hoc phi Coalinga College 2026,"Coalinga College review 2026: hoc phi, dieu kien, OPEID",Review Coalinga College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Coalinga College tai Coalinga, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112376,Coast Community College District Office,,Costa Mesa,Orange County,CA,92626,1,Public,0,2,2-year,12,City: Midsize,www.cccd.edu/,,,misweb.cccco.edu/npc/833/npcalc-1617.htm,www.cccapply.org/,00871100,00871100,008711,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,coast-community-college-district-office-costa-mesa-california,review Coast Community College District Office california,hoc phi Coast Community College District Office 2026,"Coast Community College District Office review 2026: hoc phi, dieu kien, OPEID",Review Coast Community College District Office o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Coast Community College District Office tai Costa Mesa, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112385,Coastline Community College,,Fountain Valley,Orange County,CA,92708-2597,1,Public,4,2,2-year,13,City: Small,www.coastline.edu/,www.coastline.edu/admissions/,www.coastline.edu/services/financial-aid/,https://misweb.cccco.edu/npc/831/npcalc.htm,www.coastline.edu/apply/,02063500,02063500,020635,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,coastline-community-college-fountain-valley-california,review Coastline Community College california,hoc phi Coastline Community College 2026,"Coastline Community College review 2026: hoc phi, dieu kien, OPEID",Review Coastline Community College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Coastline Community College tai Fountain Valley, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
108667,College of Alameda,,Alameda,Alameda County,CA,94501,1,Public,4,2,2-year,21,Suburb: Large,https://alameda.edu/,https://alameda.edu/students/admissions-and-records/,https://alameda.edu/services/financial-aid/,https://misweb.cccco.edu/npc/341/npcalc.htm,https://www.opencccapply.net/gateway/apply?cccMisCode=341,00672000,00672000,006720,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-alameda-alameda-california,review College of Alameda california,hoc phi College of Alameda 2026,"College of Alameda review 2026: hoc phi, dieu kien, OPEID",Review College of Alameda o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of Alameda tai Alameda, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
118347,College of Marin,,Kentfield,Marin County,CA,94904-2590,1,Public,4,2,2-year,21,Suburb: Large,www.marin.edu/,www.marin.edu/Admissions,www.marin.edu/financial_aid/index.htm,www.marin.edu/financial_aid/NetPriceCalculator/npcalc.htm,www.marin.edu/Admissions/reginfo.htm,00117800,00117800,001178,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-marin-kentfield-california,review College of Marin california,hoc phi College of Marin 2026,"College of Marin review 2026: hoc phi, dieu kien, OPEID",Review College of Marin o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of Marin tai Kentfield, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
122791,College of San Mateo,CSM,San Mateo,San Mateo County,CA,94402-3784,1,Public,4,2,2-year,12,City: Midsize,www.collegeofsanmateo.edu/,collegeofsanmateo.edu/admissions/,www.collegeofsanmateo.edu/finaid/,https://misweb.cccco.edu/npc/372/npcalc.htm,collegeofsanmateo.edu/admissions/apply.asp,00118100,00118100,001181,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-san-mateo-san-mateo-california,review College of San Mateo california,hoc phi College of San Mateo 2026,"College of San Mateo review 2026: hoc phi, dieu kien, OPEID",Review College of San Mateo o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of San Mateo tai San Mateo, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
111461,College of the Canyons,,Santa Clarita,Los Angeles County,CA,91355-1899,1,Public,4,2,2-year,21,Suburb: Large,www.canyons.edu/,www.canyons.edu/studentservices/admissions/index.php,www.canyons.edu/studentservices/financialaid/index.php,https://www.canyons.edu/studentservices/financialaid/about/netcalc.php,www.canyons.edu/studentservices/enrollmentservices/newstudent.php,00890300,00890300,008903,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-the-canyons-santa-clarita-california,review College of the Canyons california,hoc phi College of the Canyons 2026,"College of the Canyons review 2026: hoc phi, dieu kien, OPEID",Review College of the Canyons o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of the Canyons tai Santa Clarita, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113573,College of the Desert,Desert Community College District,Palm Desert,Riverside County,CA,92260,1,Public,4,2,2-year,13,City: Small,www.collegeofthedesert.edu/,www.collegeofthedesert.edu/students/admissions/,www.collegeofthedesert.edu/students/fin-aid/default.php,https://misweb.cccco.edu/npc/931/npcalc.htm,www.collegeofthedesert.edu/students/admissions/getting-started/online-application.php,00118200,00118200,001182,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-the-desert-palm-desert-california,review College of the Desert california,hoc phi College of the Desert 2026,"College of the Desert review 2026: hoc phi, dieu kien, OPEID",Review College of the Desert o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of the Desert tai Palm Desert, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
121707,College of the Redwoods,,Eureka,Humboldt County,CA,95501-9300,1,Public,4,2,2-year,41,Rural: Fringe,https://www.redwoods.edu/,https://www.redwoods.edu/Admissions/,https://www.redwoods.edu/Financial-Aid/,https://www.redwoods.edu/financialaid/Cost,https://www.redwoods.edu/admissions/Admissions-Home/1-Apply,00118500,00118500,001185,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-the-redwoods-eureka-california,review College of the Redwoods california,hoc phi College of the Redwoods 2026,"College of the Redwoods review 2026: hoc phi, dieu kien, OPEID",Review College of the Redwoods o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of the Redwoods tai Eureka, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
123217,College of the Sequoias,,Visalia,Tulare County,CA,93277-2214,1,Public,4,2,2-year,12,City: Midsize,https://www.cos.edu/,https://www.cos.edu/en-us/admissions/getting-started,https://www.cos.edu/en-us/admissions/financial-aid,https://www.cos.edu/en-us/admissions/financial-aid/net-price-calculator,https://www.opencccapply.net/gateway/apply?cccMisCode=561,00118600,00118600,001186,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-the-sequoias-visalia-california,review College of the Sequoias california,hoc phi College of the Sequoias 2026,"College of the Sequoias review 2026: hoc phi, dieu kien, OPEID",Review College of the Sequoias o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of the Sequoias tai Visalia, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
123484,College of the Siskiyous,,Weed,Siskiyou County,CA,96094-2899,1,Public,4,2,2-year,42,Rural: Distant,www.siskiyous.edu/,www.siskiyous.edu/admissions/,www.siskiyous.edu/financialaid/,https://misweb.cccco.edu/npc/181/npcalc.htm,www.siskiyous.edu/admissions/CCCapply.htm,00118700,00118700,001187,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,college-of-the-siskiyous-weed-california,review College of the Siskiyous california,hoc phi College of the Siskiyous 2026,"College of the Siskiyous review 2026: hoc phi, dieu kien, OPEID",Review College of the Siskiyous o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho College of the Siskiyous tai Weed, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112561,Columbia College,Columbia Junior College CC,Sonora,Tuolumne County,CA,95370,1,Public,4,2,2-year,41,Rural: Fringe,https://www.gocolumbia.edu/,https://www.gocolumbia.edu/admissions/,https://www.gocolumbia.edu/financial_aid/,https://misweb.cccco.edu/npc/591/npcalc.htm,https://www.opencccapply.net/gateway/apply?cccMisCode=591,00770700,00770700,007707,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,columbia-college-sonora-california,review Columbia College california,hoc phi Columbia College 2026,"Columbia College review 2026: hoc phi, dieu kien, OPEID",Review Columbia College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Columbia College tai Sonora, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
446163,Community Christian College,CCC,Redlands,San Bernardino County,CA,92374-2893,2,Private nonprofit,5,2,2-year,13,City: Small,https://www.cccollege.edu/,https://www.cccollege.edu/admission,https://www.cccollege.edu/financial-aid,https://www.cccollege.edu/financial-aid-net-price-calculator,https://www.cccollege.edu/apply-now,03874400,03874400,038744,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,community-christian-college-redlands-california,review Community Christian College california,hoc phi Community Christian College 2026,"Community Christian College review 2026: hoc phi, dieu kien, OPEID",Review Community Christian College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Community Christian College tai Redlands, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112686,Compton College,,Compton,Los Angeles County,CA,90221-5393,1,Public,4,2,2-year,21,Suburb: Large,www.compton.edu/,https://www.compton.edu/admissions-aid/admissions-records/index.aspx,www.compton.edu/admissions-aid/financial-aid/index.aspx,https://nces.ed.gov/ipeds/netpricecalculator/#/,www.compton.edu/apply/,04281700,04281700,042817,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,compton-college-compton-california,review Compton College california,hoc phi Compton College 2026,"Compton College review 2026: hoc phi, dieu kien, OPEID",Review Compton College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Compton College tai Compton, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
123679,Concorde Career College-Garden Grove,,Garden Grove,Orange County,CA,92840-9201,3,Private for-profit,6,2,2-year,21,Suburb: Large,https://www.concorde.edu/campus/garden-grove-california,https://www.concorde.edu/admissions,https://www.concorde.edu/admissions/financial-aid,https://enroll.myconcorde.edu/Npc,https://www.concorde.edu/campus/garden-grove-california,00807100,00807100,008071,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,concorde-career-college-garden-grove-garden-grove-california,review Concorde Career College-Garden Grove california,hoc phi Concorde Career College-Garden Grove 2026,"Concorde Career College-Garden Grove review 2026: hoc phi, dieu kien, OPEID",Review Concorde Career College-Garden Grove o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Concorde Career College-Garden Grove tai Garden Grove, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
124937,Concorde Career College-North Hollywood,,North Hollywood,Los Angeles County,CA,91606-3134,3,Private for-profit,6,2,2-year,11,City: Large,https://www.concorde.edu/campus/north-hollywood-california,https://www.concorde.edu/admissions,https://www.concorde.edu/admissions/financial-aid,https://enroll.myconcorde.edu/Npc,https://www.concorde.edu/campus/north-hollywood-california,00760700,00760700,007607,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,concorde-career-college-north-hollywood-north-hollywood-california,review Concorde Career College-North Hollywood california,hoc phi Concorde Career College-North Hollywood 2026,"Concorde Career College-North Hollywood review 2026: hoc phi, dieu kien, OPEID",Review Concorde Career College-North Hollywood o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Concorde Career College-North Hollywood tai North Hollywood, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
124706,Concorde Career College-San Bernardino,,San Bernardino,San Bernardino County,CA,92408-3403,3,Private for-profit,6,2,2-year,12,City: Midsize,https://www.concorde.edu/campus/san-bernardino-california,https://www.concorde.edu/admissions,https://www.concorde.edu/admissions/financial-aid,https://enroll.myconcorde.edu/Npc,https://www.concorde.edu/campus/san-bernardino-california,00853700,00853700,008537,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,concorde-career-college-san-bernardino-san-bernardino-california,review Concorde Career College-San Bernardino california,hoc phi Concorde Career College-San Bernardino 2026,"Concorde Career College-San Bernardino review 2026: hoc phi, dieu kien, OPEID",Review Concorde Career College-San Bernardino o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Concorde Career College-San Bernardino tai San Bernardino, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
120661,Concorde Career College-San Diego,,San Diego,San Diego County,CA,92113-1964,3,Private for-profit,6,2,2-year,11,City: Large,https://www.concorde.edu/campus/san-diego-california,https://www.concorde.edu/admissions,https://www.concorde.edu/admissions/financial-aid,https://enroll.myconcorde.edu/Npc,https://www.concorde.edu/campus/san-diego-california,00793000,00793000,007930,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,concorde-career-college-san-diego-san-diego-california,review Concorde Career College-San Diego california,hoc phi Concorde Career College-San Diego 2026,"Concorde Career College-San Diego review 2026: hoc phi, dieu kien, OPEID",Review Concorde Career College-San Diego o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Concorde Career College-San Diego tai San Diego, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112075,Concordia University-Irvine,Concordia University Irvine,Irvine,Orange County,CA,92612-3203,2,Private nonprofit,2,1,4-year,11,City: Large,www.cui.edu/,www.cui.edu/admissions/,www.cui.edu/studentlife/financial-aid/,www.cui.edu/studentlife/financial-aid/undergraduate/index.aspx?id=21911,www.cui.edu/en-us/apply,02070500,02070500,020705,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,concordia-university-irvine-irvine-california,review Concordia University-Irvine california,hoc phi Concordia University-Irvine 2026,"Concordia University-Irvine review 2026: hoc phi, dieu kien, OPEID",Review Concordia University-Irvine o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Concordia University-Irvine tai Irvine, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
112826,Contra Costa College,CCC,San Pablo,Contra Costa County,CA,94806,1,Public,4,2,2-year,21,Suburb: Large,https://www.contracosta.edu/,https://www.contracosta.edu/admissions/,https://www.contracosta.edu/admissions/pay-for-college/,https://misweb.cccco.edu/npc/311/npcalc.htm,https://www.contracosta.edu/admissions/apply-now/,00119000,00119000,001190,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,contra-costa-college-san-pablo-california,review Contra Costa College california,hoc phi Contra Costa College 2026,"Contra Costa College review 2026: hoc phi, dieu kien, OPEID",Review Contra Costa College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Contra Costa College tai San Pablo, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
112817,Contra Costa Community College District Office,"Contra Costa CCD, CCCCD, 4CD",Martinez,Contra Costa County,CA,94553,1,Public,0,2,2-year,21,Suburb: Large,https://www.4cd.edu/,,,https://misweb.cccco.edu/npc/312/npcalc.htm,https://home.cccapply.org/,00118900,00118900,001189,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,contra-costa-community-college-district-office-martinez-california,review Contra Costa Community College District Office california,hoc phi Contra Costa Community College District Office 2026,"Contra Costa Community College District Office review 2026: hoc phi, dieu kien, OPEID",Review Contra Costa Community College District Office o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Contra Costa Community College District Office tai Martinez, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
491950,Contra Costa Medical Career College,,Antioch,Contra Costa County,CA,94581-6208,3,Private for-profit,6,2,2-year,21,Suburb: Large,www.ccmcc.edu/,www.ccmcc.edu/schedule-a-tour/,www.ccmcc.edu/financial-aid/,www.ccmcc.edu/net-price-calculator/,www.ccmcc.edu/,04274900,04274900,042749,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,contra-costa-medical-career-college-antioch-california,review Contra Costa Medical Career College california,hoc phi Contra Costa Medical Career College 2026,"Contra Costa Medical Career College review 2026: hoc phi, dieu kien, OPEID",Review Contra Costa Medical Career College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Contra Costa Medical Career College tai Antioch, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
395362,Copper Mountain Community College,CMC,Joshua Tree,San Bernardino County,CA,92252,1,Public,4,2,2-year,42,Rural: Distant,www.cmccd.edu/,www.cmccd.edu/admissions/,www.cmccd.edu/admissions/financial-aid/,https://misweb.cccco.edu/npc/971/npcalc.htm,,03542400,03542400,035424,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,copper-mountain-community-college-joshua-tree-california,review Copper Mountain Community College california,hoc phi Copper Mountain Community College 2026,"Copper Mountain Community College review 2026: hoc phi, dieu kien, OPEID",Review Copper Mountain Community College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Copper Mountain Community College tai Joshua Tree, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113096,Cosumnes River College,Cosumnes River | CRC,Sacramento,Sacramento County,CA,95823-5799,1,Public,4,2,2-year,11,City: Large,https://www.crc.losrios.edu/,https://www.crc.losrios.edu/admissions,https://www.crc.losrios.edu/student-resources/financial-aid,https://www.crc.losrios.edu/admissions/cost-of-attendance/net-price-calculator,https://www.crc.losrios.edu/admissions/get-started-and-apply,00753600,00753600,007536,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,cosumnes-river-college-sacramento-california,review Cosumnes River College california,hoc phi Cosumnes River College 2026,"Cosumnes River College review 2026: hoc phi, dieu kien, OPEID",Review Cosumnes River College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Cosumnes River College tai Sacramento, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113111,Crafton Hills College,CHC--Crafton Hills College,Yucaipa,San Bernardino County,CA,92339-1799,1,Public,4,2,2-year,21,Suburb: Large,www.craftonhills.edu/,www.craftonhills.edu/admissions-and-records/index.php,www.craftonhills.edu/current-students/financial-aid/index.php,https://misweb.cccco.edu/npc/981/npcalc.htm,https://www.opencccapply.net/gateway/apply?cccMisCode=981,00927200,00927200,009272,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,crafton-hills-college-yucaipa-california,review Crafton Hills College california,hoc phi Crafton Hills College 2026,"Crafton Hills College review 2026: hoc phi, dieu kien, OPEID",Review Crafton Hills College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Crafton Hills College tai Yucaipa, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113193,Cuesta College,,San Luis Obispo,San Luis Obispo County,CA,93403-8106,1,Public,4,2,2-year,41,Rural: Fringe,https://www.cuesta.edu/,https://www.cuesta.edu/admissionsaid/index.html,https://www.cuesta.edu/student/studentservices/finaid/index.html,https://misweb.cccco.edu/npc/641/npcalc.htm,https://www.cuesta.edu/admissionsaid/apply/index.html,00119200,00119200,001192,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,cuesta-college-san-luis-obispo-california,review Cuesta College california,hoc phi Cuesta College 2026,"Cuesta College review 2026: hoc phi, dieu kien, OPEID",Review Cuesta College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Cuesta College tai San Luis Obispo, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113218,Cuyamaca College,,El Cajon,San Diego County,CA,92019,1,Public,4,2,2-year,21,Suburb: Large,https://www.cuyamaca.edu/,https://www.cuyamaca.edu/admissions/index.php,https://www.cuyamaca.edu/financial-aid/index.php,https://misweb.cccco.edu/npc/021/npcalc.htm,https://www.cuyamaca.edu/admissions/how-to-apply/index.php,02111300,02111300,021113,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,cuyamaca-college-el-cajon-california,review Cuyamaca College california,hoc phi Cuyamaca College 2026,"Cuyamaca College review 2026: hoc phi, dieu kien, OPEID",Review Cuyamaca College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Cuyamaca College tai El Cajon, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
113236,Cypress College,,Cypress,Orange County,CA,90630-5897,1,Public,1,1,4-year,13,City: Small,www.cypresscollege.edu/,www.cypresscollege.edu/admissions,www.cypresscollege.edu/financial-aid/,misweb.cccco.edu/npc/861/npcalc.htm,www.cypresscollege.edu/admissions/apply-now/,00119300,00119300,001193,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,cypress-college-cypress-california,review Cypress College california,hoc phi Cypress College 2026,"Cypress College review 2026: hoc phi, dieu kien, OPEID",Review Cypress College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho Cypress College tai Cypress, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",university-college-review,informational-commercial
113333,De Anza College,,Cupertino,Santa Clara County,CA,95014,1,Public,4,2,2-year,13,City: Small,https://www.deanza.edu/,https://www.deanza.edu/admissions/index.html,https://www.deanza.edu/financialaid/,https://misweb.cccco.edu/npc/421/npcalc.htm,https://www.deanza.edu/admissions/apply.html,00448000,00448000,004480,2023,HD2023,https://nces.ed.gov/ipeds/datacenter/data/HD2023.zip,de-anza-college-cupertino-california,review De Anza College california,hoc phi De Anza College 2026,"De Anza College review 2026: hoc phi, dieu kien, OPEID",Review De Anza College o California cho du hoc sinh Viet Nam,"Tong hop IPEDS cho De Anza College tai Cupertino, California: loai truong, cap dao tao, website, va ma OPE chuan de lam SEO.",community-college-review,informational-commercial
